"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"Biomarker27"	4.68480099349012	5.05789018870721	2.95070507655181	5.54990906432823	5.41569151299025	5.24964265526364	4.48522580572408	6.217614740697	5.91066434902572	6.41526380231329	2.73596683147809	4.96136754087679	6.97098257639174	5.93335895273294	5.43220707372822	7.19844654737277	4.97394614918943	5.55883371750694	7.8581457396228	5.47018282091813
"Biomarker28"	5.3730095925503	6.24627938467352	4.50629289573976	6.09518448040833	4.78682319366639	5.83922149781577	7.50817444535055	3.88581083875702	3.61414531542593	4.85494046862985	3.16680111311532	3.0270439968674	5.74150539291513	3.74283427900391	3.80614583619464	0.801729588618729	5.30362899893046	4.13720072999329	7.38678741459392	5.2407284867216
"Biomarker29"	7.51465273337935	3.44399609600312	6.32244178106828	6.21361882632054	4.99134797834903	6.31894580959359	3.77907660649758	2.51098296788145	5.16785355146217	3.35808139058113	3.89706131184148	3.9991245372795	2.82286311488887	3.29165482835839	5.07125609667059	3.59300623194104	3.50410124730152	3.74225763563189	4.17012869583597	4.07824966023657
"Biomarker30"	6.95851373648633	6.0407051624008	6.11262889195462	5.27024859299432	3.98026810495921	5.80124993879033	2.96665515423677	4.05163185510603	2.87838453040457	2.33843315268158	5.6002199911211	3.84829418256083	4.62413269147019	1.75127632836407	3.40873822126705	3.89950384694251	3.40539857266676	3.47268886795401	6.07554125859853	5.54560247418116
"Biomarker31"	4.28829367267654	4.27180571733654	4.30843581529261	5.65182107033136	5.76511958473834	5.04044396201548	6.10689689486677	4.54882563241002	2.98425888878553	6.33653113330475	5.1610989060424	7.91833096272311	5.3883564835247	5.06452535521674	6.89739812450193	5.49786400723855	5.47782113704934	6.47382303183806	7.86865369300498	4.11559919160577
"Biomarker32"	6.04897608584028	5.5285185586533	7.22271462497078	5.86859485372334	4.48412269736564	6.98539937469653	4.85401021392787	4.98273403771907	5.13851552404706	4.14306029369878	4.41557236058006	4.41026077503554	4.52864416515066	4.78281533752409	4.47496370770724	3.36884743967217	3.78534053492244	5.13084918359444	4.28434719313147	4.47083703073567
"Biomarker33"	5.46472691413559	3.66151517065604	3.23131036326715	5.840460709043	4.560947046848	4.33964181218425	6.72655225142415	4.94048497708554	3.04157588836388	4.92648057671543	6.07810466197181	6.03950076109834	4.66609640204452	6.76825544913205	7.06755222586665	5.69893528353858	4.64635590065037	6.15112725064063	3.95395362913552	8.01547832338323
"Biomarker34"	5.23900415040485	5.35546123166483	4.97678269054724	4.38183523066782	4.67559321425407	4.00195886585525	4.56994239301035	4.75657018513165	6.63754665540296	6.13790904036531	7.39267387508139	7.22985091509747	5.96350909989905	6.42065826721621	6.41727113364166	7.08808422386631	5.28098222429881	5.45163321343943	4.82704312311636	6.37316184130535
"Biomarker35"	4.12161989588867	4.0766185103263	3.0307226366272	6.53484598294354	2.2523321116183	8.0087799448261	5.39086008634768	6.11341002360961	5.1171355625699	5.38278275346189	3.96893019884815	2.95915554695846	4.05640359478424	5.49507581110633	4.51407502854025	2.82892814280056	2.91968441810849	2.52608710501786	3.82341890641398	5.62203092046258
"Biomarker36"	6.15184620321015	4.07151226897449	2.64916942867585	5.41839183051756	5.57260455113184	3.47042401315154	6.05233386206223	4.27819081436303	6.72658811143828	4.10566592096931	6.03787050223294	4.88755158067181	4.4178961230993	6.2018886050693	7.56004629504787	6.81616745655741	6.20954736321857	5.89768945272728	7.76321596540746	5.00983548040038
"Biomarker37"	3.2033163502263	4.61355407944188	3.48017691672115	3.46007246313696	5.83394813165966	4.87290827943355	5.2377907902937	5.90856109028272	5.33564176642806	2.8183173591381	7.28402755351226	5.3090130340788	5.6725531911064	4.97460458238404	5.21150527239379	7.78901608987039	3.65981577274517	8.11071347121779	5.74513497495981	8.53402640492535
"Biomarker38"	3.23304409016982	6.67349127100193	4.61413122162726	4.26095488572317	4.66846071800128	5.74129846543466	4.49560785693438	5.24106534645642	4.4059170541341	4.30459128147842	6.75332778593364	6.61376277344409	7.78535753834011	7.2972475094141	5.4110477131436	6.82813237675658	5.62130368721307	5.48808301956747	6.33557065310191	6.60361457808323
"Biomarker39"	6.12417858479394	6.54045902470954	3.45766579604668	2.92138297328036	5.8783624546164	3.66796012243965	4.00914027219796	5.21058784062599	7.07058810974307	7.5855240391025	5.32909810408509	5.61519819016133	8.23404932507019	6.02269962812321	7.53177928325236	5.42388239894559	5.6754980963178	5.2398402475412	7.31938982156387	5.54172478016048
"Biomarker40"	4.53629386293421	4.58164034127797	4.52145776615009	7.53564898412528	5.0775779949949	3.85779314600037	5.04464289834517	4.17466758793219	4.58927512734124	5.10631610799232	5.17159613264512	6.44031772066297	7.07246633048091	4.730286834427	5.05869642661897	5.46047832247673	6.67045278445336	7.03376184812488	5.02040279229803	6.93432391444805
"Biomarker41"	3.48042872898691	3.27626801591287	5.42063675120877	3.03142336743189	4.06367144134072	5.9822894655369	3.31751112689224	6.52618997518865	4.81706071454562	4.24797615730672	6.14302041963862	7.01332890417155	5.35173631105387	5.41956793006973	5.71980077355495	6.12100506840783	5.49677111855078	6.54232719141552	6.18137825241356	5.77755653002547
"Biomarker42"	4.95706100559947	4.48742911693663	5.72859697543118	2.28421137645979	6.36869519076129	5.72426709584041	4.78830867697065	5.39386038128051	4.91240701629665	4.33977567155503	4.39157079603369	6.2887466532607	3.26210231435577	5.49753786978439	2.71497974417976	4.66510808528218	4.86850720416971	4.33592352289862	3.16446354329098	3.50277870982075
"Biomarker43"	6.4675353275973	5.80720361068376	4.0896833242076	3.8598834720185	5.70858198509098	5.81989468539105	5.76403572202125	5.17573814692459	4.2006745457887	4.47717894620374	4.48703585051227	2.30963444045815	3.25269493300264	2.22131455047935	4.62390248088398	5.54421231979443	7.06030346813723	4.34214151746517	3.13840879426956	4.21695553728951
"Biomarker44"	5.48814813991752	3.71780538370377	5.50784994612063	5.72140192680481	5.3695095084271	5.08872430335788	3.8806423668086	6.11786707025007	5.89814989427263	6.22148567564805	3.26805102581974	2.90811733175243	5.26096333021327	5.20189792455635	5.05715902700808	5.71496989230743	2.06879751174895	3.89461415164001	4.65959518877611	2.43859879250119
"Biomarker45"	4.69763286783722	4.88526057702682	2.67948025767213	5.92690193347772	4.25381609951851	5.49172316955237	6.39541993972122	5.25782359714631	2.41064274609586	3.82155714265056	7.22229960414048	5.12969155290765	8.92700240450521	5.14212867475386	5.00925271108882	7.06276268207704	5.49958520018582	6.5493129550676	5.89667889857498	6.1004730894676
"Biomarker46"	4.4236044279256	6.81812668677576	6.34111531847703	4.0078107100273	4.89179926285097	4.98583265021433	3.08003326480328	3.51721500548344	6.67147823124688	4.73526663459441	1.72714992681195	2.85019750621542	4.34612787582268	3.40497783183896	3.88912779471114	2.58574142701797	5.30203531913162	4.71020071779011	3.11134282116617	3.00319660465962
"Biomarker47"	4.32428627596499	6.30263415522672	6.53947428207365	7.33839482697989	6.08200832386532	3.3215938574212	5.84809600970984	5.39440081415132	5.13163112092577	5.31547137502973	9.40472182668516	5.68555836119745	7.29651221824925	8.94112024886688	5.96070984657953	7.73375014918929	5.20602294733435	7.57598560941593	4.7499946617197	5.82712858272628
"Biomarker48"	3.75930700906561	3.35407746335085	4.50198930223881	5.66346180562569	6.31118915948146	4.17722976953618	5.98148093608709	3.97343404272284	3.74649164471059	4.49020073763211	7.70516381916323	5.96903460715919	6.0186953296847	6.13608188974218	6.15013727349291	5.9630783403	5.40264018671791	4.80266958986237	6.96181483318505	5.35513570534119
"Biomarker49"	5.77483796390361	6.16228017992745	5.87677984024358	4.18894918990102	6.27361733534952	4.78044163819654	6.32248357001973	3.79374823917052	3.05820117971099	2.66472331357919	3.38831331766599	3.36678240056436	4.19697143662856	4.55148705738886	3.44026874208567	6.31706681304778	3.50171057813592	2.27728567533158	5.52349874127421	3.52033230530979
"Biomarker50"	4.97470244471822	6.25164573863864	5.29120134963486	5.33099030787617	6.95263467111114	3.85020884350915	5.38988097077462	3.91231107428144	3.28385749501999	2.82817814178561	3.91726683587327	4.6442783624243	4.31480090884191	3.62380156478938	3.0606404784941	4.95077080265944	4.06788411199303	3.04345319253246	5.20812235568603	5.39573024783695
"Biomarker51"	3.63745903365245	5.60895185708749	4.44596758596451	6.64185398922366	5.85609206364469	4.4251005791601	3.92321059439364	4.84808465497229	3.94882173161951	7.30348881416291	7.34048260867781	8.86514767171648	6.26470224994318	6.54826724999433	6.3008354513046	6.71762714250985	6.1999099571546	7.42206036238909	5.7662684935644	6.73298940932979
"Biomarker52"	6.51824653118435	5.86087554595407	7.36125865102316	4.79953632703076	5.53752298404337	4.07387581461008	4.00272850124328	5.45398943474632	3.9936250098898	4.50668285092011	3.90525523451823	4.12904113756198	4.07843161860972	2.9429639270515	3.66019804359364	4.60836140337872	2.39652428810059	4.70218731729564	2.35721605536469	2.80083914544886
"Biomarker53"	5.52351370446285	5.84251671858612	4.77346357016902	4.28344101844113	3.91438083510646	5.3079933554079	5.71342105491516	4.69286185659974	3.40135740809098	4.55581016212487	3.21903861874702	4.16434982864703	3.58649242712354	4.82031147923833	2.75050833102401	4.10119987475435	3.32141636730118	4.58389551144414	4.79578540764262	3.74776896799768
"Biomarker54"	4.71353348748532	6.22157663937609	5.51399003282163	4.43051712108539	4.81984401677055	6.02809655133941	4.35736534932839	4.60091289481684	5.18808078278878	5.86107481154634	2.18096840980165	3.4847570301936	5.97514307690719	4.93442791527752	4.04999682379552	3.22532185995458	5.11714821360319	4.36966066870293	3.97722204722821	3.54216741692211
"Biomarker55"	5.80440240145634	3.27309430062535	6.31454322126098	3.47749690994197	4.99744192773859	4.42755262683532	4.83086361154244	5.20188677393173	5.23215072972229	6.20864438428514	5.30745554276495	2.62979000781907	3.78171223330107	5.22094488554578	6.38060020902266	2.73902649390814	1.4834815675783	1.42905498387041	4.49968090091537	2.89577319101243
"Biomarker56"	4.39688464123504	4.96182370137035	5.84703383098777	2.43019947440813	3.50522920125747	4.17208717894416	5.02161410982366	4.47037850350309	3.64264502948408	3.49693698136953	7.81782047085208	6.07619528080549	6.37935107414856	4.95328442574659	6.76209170995774	6.04333233333643	6.18109365390792	7.31828352619798	6.06727353584104	5.73126353158799
"Biomarker57"	5.36641360262076	3.00091289086412	4.50931476044256	5.48977837336894	7.75492706735127	5.94279218095716	4.96034245412143	4.97846535420863	5.16820610649385	6.43223754634898	4.7321995473586	6.26615719409529	4.8363949332598	2.8573759281924	3.42512005969802	5.27727891166075	4.93181981909575	4.9309561189173	5.07474202056534	4.13037334493644
"Biomarker58"	3.83260966433136	4.87020666144107	6.12180756243497	4.76525754648668	5.31721028141399	4.46439078953525	3.09905393720714	3.73292431492929	5.93794390396954	5.80678932534016	5.16719843760063	2.50897270311915	5.81343725897786	3.5681307193276	2.96481874164128	5.29733566244027	2.7374170679767	2.65388284054797	3.61889214990551	4.98675717107787
"Biomarker59"	5.39249675718801	4.12286214302288	3.22934490451515	5.01357225832268	6.06272983916608	3.4630430518524	3.99968795824555	4.21661057878678	3.38499654566239	2.99058216478911	3.82107243388587	5.08950911571269	5.96425943057863	6.76140174183486	5.10144525780552	6.67030408053186	7.08485132777732	4.98900380018776	6.64272121623168	5.89702008330633
"Biomarker60"	6.50907625752837	4.24218676547744	4.60187547098418	3.61683483008659	5.84681778341134	5.85129037623034	4.83439802573378	3.39984317156648	3.56292950179563	2.98263059045299	4.01209328723775	4.43837724703027	2.26897560793374	4.64213518784184	5.25549967142082	5.5907675156345	4.12165746697239	5.70986961141397	4.33991378861133	5.56434880551805
"Biomarker61"	6.24098565920966	7.2784762829933	5.15248896288055	4.08446997395117	5.55120348569503	5.9290324286378	5.48896809138781	5.68293101846284	5.69355729753191	4.62199511791254	4.4070980037736	6.34634290676793	8.3706142047241	5.78383030690928	7.1393428020916	5.41529043186733	6.97332162996252	4.83976076688389	5.16782524703994	5.47218890346674
"Biomarker62"	4.48494748412387	5.16824249219695	3.58939537301409	5.52889177963024	4.76457379894382	5.27730451549577	5.93762033174963	4.5517364402778	6.72202489532395	5.08274527688379	3.3951256576668	4.75625300657833	4.97221090762539	4.07436884904718	5.7280954685382	3.61365222367621	0.94155425431814	4.79818798484399	4.48589006396655	4.54352460746562
"Biomarker63"	6.72941466450796	5.69564403528428	4.54530032093929	6.54484611544523	5.92636955391461	2.42074628887917	5.04350497369564	3.10212619582531	2.94592642604893	5.772845228777	5.75931326076416	6.37371302581777	6.09973127354356	5.50599160986926	6.72713104906529	5.51323210994235	3.87388801249502	6.94774299185596	6.96396857495456	3.81868349213572
"Biomarker64"	4.58990477715317	5.70644983181488	5.35795434481569	5.87940679897561	3.8666360894601	5.31986486196301	6.38750984197879	5.17342256010758	5.43967801500116	5.54823350731713	2.90397622771891	2.70089332156142	4.73001148044257	3.33155341479695	2.93475457180914	6.15917712199109	5.37015428491084	3.28675455518877	3.30356701026823	3.09059743509514
"Biomarker65"	3.72024097842306	5.68739644610351	4.34442161016798	4.30690048028479	4.50234115461872	2.48477851846653	4.80321394818286	6.33264843079581	4.48479149740602	4.25561573405449	5.67522402349666	5.81678086573039	6.23596039492124	5.76719769377934	5.8356662955236	5.59066440632008	6.28347893890442	5.02875510510759	7.53037367828094	5.75520927043501
"Biomarker66"	2.49709740859569	4.62785201670547	4.73623998723348	7.22906793676375	5.65328594884905	4.65083988834738	4.48083600070234	7.96084818337457	4.27307736579347	3.39738137725329	5.41910049615506	5.20061381874357	8.10853501850906	6.30698477541396	6.42102471795693	5.61949046399084	7.27088758237948	6.22750614081001	6.06616105114238	6.56130840916773
"Biomarker67"	8.55274606792738	4.19456223391389	4.23960860104461	4.93981846672132	4.23535532562329	4.4037899829094	3.55708187087528	4.06675939280668	3.25528043620411	4.37406390481641	2.82294581670813	4.34053072393434	2.84037834046152	4.98310439336238	4.3441141905071	5.2633506818178	5.03806313497715	2.63163481943289	3.80186925028161	5.60200324509512
"Biomarker68"	4.30002442893858	7.02445619527754	2.42376188041749	4.83364584627168	5.11062008602456	3.83129151280544	2.65571569585413	2.38269271314305	7.10890110738902	4.21129828399077	5.40960481113404	5.51722099290688	6.41762146621048	4.95330309069669	7.24709619597281	4.37241608004391	5.11274903480893	2.92026579066413	5.13555802131807	8.33750895682164
"Biomarker69"	5.19586055336906	5.02319256067118	4.28749001867368	6.96404211129598	3.1104303209188	6.67000543396508	6.14956846463546	5.52826943111482	4.22701085180061	4.16387111544871	5.37185044894614	5.14575929149788	4.52478005907644	7.33666440830737	4.31915843925316	8.68756638275738	5.199971892693	6.98533459726184	7.35181844118809	7.36515121003071
"Biomarker70"	4.05797417622787	4.06934613622894	4.82841153880074	3.69228116335631	6.55114659101244	4.07436215446336	4.72019818444145	4.68505160056215	4.7463248149539	5.39416051563889	4.8721672245036	5.48522011423097	1.97415584376467	5.71383362571018	5.16122808842902	5.17740806080315	2.65117797587178	3.56175855518167	2.25112698915403	4.05359195806122
"Biomarker71"	5.16834130013504	2.81698941080826	5.74412171924586	4.40364112449991	5.31325898787953	6.22928070414649	3.19705483658272	5.13024461962491	6.21567722367839	3.77897800964034	2.88396910199682	4.46134402934003	3.6543288237693	2.10844691322122	4.86127013770681	5.24021293680721	4.87039272028233	3.24008724647606	2.19341050329842	4.17104956299101
"Biomarker72"	4.83672688407453	3.39797840876516	4.71672630844688	6.06758740374258	4.39636574381278	5.59241038060965	5.47492806293566	5.29937642712142	5.57760674402702	5.99623914499277	6.48114060192365	6.26584639261948	6.75088402394209	4.77847457755838	4.59594068691576	3.35962068419311	6.28620951944112	6.865091629629	7.43640641918581	5.22589840876019
"Biomarker73"	5.47730385009636	6.88660437441917	4.13292890681478	6.75090816750073	7.53222179346918	4.63634466630629	6.06551755835835	5.31859107763526	2.22999270519029	6.10532029367819	2.51001622722416	4.12286946370727	5.29267074974527	2.7391173906439	5.08366705762087	5.37875254520925	6.17710007067765	2.80483878047026	3.91752634157409	4.85752273048864
"Biomarker74"	4.36554045855649	3.15894161725288	3.5096587524595	4.28624510359237	4.73433166070921	5.36986243632883	4.75513828226038	5.18601164664183	3.53997769530237	5.57134716649511	6.00380850898457	7.45930395518162	3.33966068317204	6.21685143336183	4.82215260872537	5.20348645383889	6.95417884418053	6.94049020936689	5.83350484722959	5.37152750849811
"Biomarker75"	6.39826004389429	4.86019218507631	5.2945144988588	5.96239847445135	4.1882845746276	3.87366738623573	6.41976608643824	3.13555105101423	3.24923014129471	6.26297948158263	3.68077304613901	3.6273543604146	5.97687168809017	3.77202180884014	4.78156776664043	3.45928913420668	1.46119749848771	5.67160241009619	3.8343261966761	5.36634329561841
"Biomarker76"	4.44498575946707	3.93547822314595	4.68123130086403	4.89914860173967	3.2649081902132	4.96733456973612	3.74912366165493	3.58719804853945	5.69941843261591	4.87664581593659	4.67084353237936	6.50486116597906	5.95857736509772	3.32174057781913	3.34839334234428	4.26839509186096	4.25335008675211	5.25468100452031	5.27901579309761	5.78866996629496
"Biomarker77"	4.85550874630618	5.22431337083803	6.51146487294651	6.91394596017384	6.77096151032695	5.12901857949185	6.09157653859575	5.24174137986994	6.85895208113914	4.74853559235338	6.0706782424881	4.10974970143191	5.25990637088114	4.23556488603564	4.59283110591196	5.2344766715166	4.56527228890187	5.88831916149959	6.91983609787827	6.83531492842555
"Biomarker78"	3.9941947029732	6.3056971427707	6.25869635912556	2.20599626894433	4.83833123600004	6.49465181948669	5.89516922252166	5.04131525543838	6.34940532780964	3.26924489099729	6.26341552967693	5.86042543296531	5.86472761785527	4.84640410907675	5.75322194261202	6.58933632292196	4.64911156294682	5.57902288878553	6.32765624490583	6.64428278740074
"Biomarker79"	4.35856698521449	3.30122308130115	5.4811300825606	5.38538554872553	4.02604504553915	5.90411752386016	4.37329717191413	2.79597445786315	3.38400344855854	6.47222338912402	5.57117288957729	7.80822087529133	8.34770586844334	5.94418854384626	5.41022857391402	6.60225776780624	6.75058414987078	6.88649793643974	5.85938932443604	6.09412033296799
"Biomarker80"	5.45032540119786	4.11572044624175	4.16977015245788	4.67722061763827	4.83541556630443	5.0664478941265	3.5635602731012	4.54605368014061	3.81058304171176	5.34382335947297	5.84469320600198	5.73343482513924	6.86034996251718	2.37505812515371	6.87929647904053	8.62310150356738	4.89577886323544	6.10404609163593	6.12207659901123	7.75017893735152
"Biomarker81"	5.4406000512836	5.38407452091474	6.20674144059841	7.22125344934547	3.80796125453205	4.51496219023838	4.19832881437831	4.38670592655991	4.6764032295795	6.54516617266536	3.16561278106007	3.09100701882733	4.08881166556206	4.62271684438007	4.44719868901299	3.46495222128433	3.93625563844457	5.15262440829461	2.48266764749568	3.97828224866207
